Name,Customer_ID,Account_Number,Meter_Number,Age,Location,Income,Purchase_Frequency,Purchase_History,Churn_Status,Customer_Satisfaction_Score,Average_Resolution_Time_Hours,Complaint_Frequency,Transaction_DateTime,Transaction_Reference,Receipt_Number,Payment_Type,Meter_Type,Tariff_Class,Amount_Paid,Units_Purchased,Token,VAT,Service_Charge,Debt_Arrears,Previous_Meter_Reading,Current_Meter_Reading,Energy_Consumption,Billing_Cycle,Billing_Accuracy,Power_Outage_Frequency,Power_Outage_Duration_Hours,Service_Usage
Paul Wilkinson,CUST501825,AEDC101825,MTR201825,54,"Wuse, Abuja, Nigeria",51108,7,28788.96,Yes,4.51,36.28,0,2026-02-15 11:51:02.903100,f25d26e1-93d8-40d2-83fe-609b0ce7850f,RCPT301825,POS,Postpaid,A,4337.05,52.92,,325.28,2012.2,30643.92,6763,6815,52,Feb-2025,0.85,1,2.57,421.09
Mr. Luis Wong DVM,CUST501826,AEDC101826,MTR201826,29,"Gwagwalada, Abuja, Nigeria",38069,6,21729.46,No,4.62,18.53,0,2025-11-19 10:51:56.959018,1becc029-75f4-403e-986b-723d81cbcd10,RCPT301826,Transfer,Postpaid,B,3610.91,33.86,,270.82,2482.1,2180.39,6566,6599,33,Mar-2025,0.78,2,3.85,272.82
Michael Wallace,CUST501827,AEDC101827,MTR201827,50,"Jabi, Abuja, Nigeria",89182,8,102519.62,No,4.21,21.66,0,2025-05-30 04:11:41.421507,2c1a93b2-3435-4aff-83ab-988d9826857c,RCPT301827,Cash,Prepaid,B,10193.1,145.77,53570389049670782424,764.48,2127.74,20084.03,7180,7325,145,May-2025,0.94,7,11.54,1220.97
Charles Mcconnell,CUST501828,AEDC101828,MTR201828,30,"Kurudu, Abuja, Nigeria",200210,3,88861.51,Yes,3.71,32.1,3,2025-09-12 06:45:33.183155,9d4be4a8-6be9-4f94-8619-ab7864b78c82,RCPT301828,POS,Postpaid,A,21210.92,291.8,,1590.82,2495.12,71923.24,1147,1438,291,May-2025,0.93,5,7.39,904.64
Danielle Garcia,CUST501829,AEDC101829,MTR201829,43,"Wuse, Abuja, Nigeria",61622,6,30740.94,No,4.1,15.36,0,2026-01-24 14:48:37.141270,eed8247d-414d-4ac3-beb3-f543cd8a498f,RCPT301829,Mobile App,Postpaid,B,5169.55,60.79,,387.72,1639.07,20068.37,5881,5941,60,May-2025,0.91,7,14.97,392.87
Michael Mathews,CUST501830,AEDC101830,MTR201830,29,"Maitama, Abuja, Nigeria",30000,5,21017.15,No,2.02,57.49,6,2025-05-13 01:19:40.509713,d1bff6d3-7d02-4417-a9de-f8f587ef2ded,RCPT301830,POS,Postpaid,B,3996.19,41.27,,299.71,1559.82,22711.35,2944,2985,41,Jan-2025,0.95,10,24.1,216.52
Lindsey Thomas,CUST501831,AEDC101831,MTR201831,18,"Kurudu, Abuja, Nigeria",71618,5,50997.98,Yes,2.28,48.28,6,2025-08-17 21:34:01.372376,b835d064-842d-465f-9840-56bc6c20f9e2,RCPT301831,Mobile App,Prepaid,B,9567.99,86.98,00038576379916700079,717.6,339.39,52199.95,1756,1842,86,Feb-2025,1.0,10,20.84,419.71
Stephen Williams,CUST501832,AEDC101832,MTR201832,32,"Wuse, Abuja, Nigeria",90360,4,25651.6,No,4.59,28.51,0,2025-11-02 15:00:23.834624,7199cd9f-7299-4ff7-9035-5c80128820d5,RCPT301832,Transfer,Postpaid,C,5885.16,91.48,,441.39,1482.38,21028.77,4907,4998,91,Jan-2025,0.85,2,2.5,328.85
Reginald Kelly,CUST501833,AEDC101833,MTR201833,43,"Dutse, Abuja, Nigeria",130535,6,55605.6,No,3.72,11.09,5,2026-01-16 14:13:42.476683,782679ac-a1eb-4ac2-9b74-8d0221df1169,RCPT301833,POS,Prepaid,A,7175.35,70.58,89978487318665158216,538.15,1800.83,10312.94,4507,4577,70,Mar-2025,0.94,4,3.31,497.52
Gary Nichols,CUST501834,AEDC101834,MTR201834,41,"Kurudu, Abuja, Nigeria",364248,6,152382.22,No,3.71,40.24,2,2025-04-14 01:01:02.758170,e41f823a-8d10-4f33-af50-c8304736cfb9,RCPT301834,Transfer,Prepaid,C,21828.61,213.17,76528370804494058397,1637.15,2414.75,24406.56,4638,4851,213,May-2025,0.99,5,9.66,1228.12
Shelly Case,CUST501835,AEDC101835,MTR201835,53,"Kubwa, Abuja, Nigeria",39453,6,18937.66,No,3.81,25.5,2,2026-01-13 09:36:25.186995,00f82077-7561-426e-9c9e-762dfe9c6243,RCPT301835,Cash,Postpaid,A,2256.3,39.46,,169.22,622.71,23993.28,7407,7446,39,Jun-2025,0.97,4,10.77,179.32
Bridget Mendoza,CUST501836,AEDC101836,MTR201836,51,"Asokoro, Abuja, Nigeria",177011,7,143273.66,No,4.01,35.1,1,2025-04-21 17:20:44.184767,e20fdffe-577e-41bf-8b06-a4605ad5c4df,RCPT301836,Mobile App,Postpaid,C,20780.17,302.19,,1558.51,1297.42,3436.14,7456,7758,302,Feb-2025,0.83,5,8.68,2038.98
Jonathan Miller,CUST501837,AEDC101837,MTR201837,34,"Kubwa, Abuja, Nigeria",63869,6,40555.18,Yes,3.29,23.82,4,2025-05-01 23:25:42.868590,62a600b2-3f62-4bb1-866f-2304e8299604,RCPT301837,Mobile App,Prepaid,B,5145.19,56.08,80241864807070416766,385.89,819.07,28193.04,4723,4779,56,May-2025,1.0,5,13.4,322.3
Keith Foster,CUST501838,AEDC101838,MTR201838,32,"Maitama, Abuja, Nigeria",66543,4,8595.33,No,3.45,45.93,3,2025-04-16 22:10:01.885442,627ad1fc-0ae5-4f26-9713-87891b63627c,RCPT301838,POS,Postpaid,B,1616.46,22.69,,121.23,2122.75,2653.74,1814,1836,22,Mar-2025,0.98,5,9.78,64.35
Anthony Mack,CUST501839,AEDC101839,MTR201839,34,"Asokoro, Abuja, Nigeria",40828,11,59901.32,No,4.3,32.82,1,2025-09-20 16:41:14.961143,03a78822-2234-485c-b9c5-562ec0165a02,RCPT301839,Mobile App,Prepaid,B,4265.81,62.39,09513208502610221714,319.94,1980.76,10671.69,3798,3860,62,May-2025,0.98,5,3.49,732.0
Lindsey Jimenez,CUST501840,AEDC101840,MTR201840,41,"Lugbe, Abuja, Nigeria",80620,6,68805.58,No,2.84,32.16,4,2026-01-11 20:42:25.951035,249e3791-b9ce-4434-8d2b-670b62c8d365,RCPT301840,Transfer,Prepaid,C,8427.7,95.14,70345900391028110542,632.08,1234.38,22535.55,6985,7080,95,Jun-2025,0.92,9,20.77,619.57
Tracy Moran,CUST501841,AEDC101841,MTR201841,54,"Gwarinpa, Abuja, Nigeria",65883,13,61324.51,No,3.93,23.24,3,2026-02-27 08:50:44.718505,495d5c52-5de4-43f2-829c-98cb85d5eec2,RCPT301841,POS,Prepaid,C,3815.35,33.09,35597638024234627399,286.15,1534.28,21381.44,7070,7103,33,Jan-2025,0.96,2,4.66,387.35
Michael Howard,CUST501842,AEDC101842,MTR201842,45,"Maitama, Abuja, Nigeria",72104,10,47320.83,No,2.67,37.82,6,2025-12-15 10:03:33.629452,6fbe92e0-dd53-4dd3-94be-9a8a33ab6b56,RCPT301842,Transfer,Prepaid,C,4562.71,39.66,24141432830446701561,342.2,1257.4,28930.86,1642,1681,39,Mar-2025,0.97,8,15.04,407.24
Amber Baldwin,CUST501843,AEDC101843,MTR201843,32,"Kurudu, Abuja, Nigeria",61314,4,31012.54,No,3.34,36.62,4,2025-06-03 16:23:30.743526,3a98f1b9-5e42-403d-967d-1e0340e05b29,RCPT301843,Mobile App,Prepaid,B,9010.94,86.56,21522694594288467605,675.82,1748.15,3160.15,7382,7468,86,Apr-2025,0.8,6,9.97,364.19
Keith Ibarra,CUST501844,AEDC101844,MTR201844,33,"Gwagwalada, Abuja, Nigeria",35684,6,11055.73,Yes,3.36,45.84,4,2025-08-20 10:54:08.375158,8d99b7ca-3c3a-45c9-b9a8-1e394dd08121,RCPT301844,Mobile App,Prepaid,C,1456.46,13.51,29224048098281898140,109.23,950.74,18042.3,2950,2963,13,May-2025,1.0,7,7.55,131.49
Colleen Chapman,CUST501845,AEDC101845,MTR201845,18,"Gwarinpa, Abuja, Nigeria",87096,7,68640.62,No,2.84,52.75,4,2025-05-27 23:59:16.082438,a2b45de9-bf43-4f65-84a3-608dd0ec3e7e,RCPT301845,POS,Prepaid,B,8547.57,67.11,95818878871378837043,641.07,804.48,28400.81,6448,6515,67,Feb-2025,0.94,6,16.67,510.58
Betty Neal,CUST501846,AEDC101846,MTR201846,46,"Asokoro, Abuja, Nigeria",50608,5,21678.94,Yes,2.67,40.97,7,2025-12-30 10:01:36.292773,28e95d9f-b668-4156-ba19-b45dc14698b5,RCPT301846,Cash,Postpaid,A,3677.81,54.59,,275.84,1573.76,15139.87,4319,4373,54,Jan-2025,0.95,8,10.36,294.85
Tracy Haynes,CUST501847,AEDC101847,MTR201847,24,"Kurudu, Abuja, Nigeria",30000,7,18971.43,Yes,4.25,19.23,1,2025-09-02 22:09:56.394089,e2706efe-c056-4efe-b3a2-1828bfe69981,RCPT301847,Transfer,Prepaid,B,3077.27,24.41,16869894216277879254,230.8,406.99,2510.03,1154,1178,24,Feb-2025,0.89,4,7.2,203.95
Kathryn Greene,CUST501848,AEDC101848,MTR201848,46,"Wuse, Abuja, Nigeria",55532,2,7828.0,No,4.61,21.83,0,2025-12-06 12:02:38.263127,3a94adbc-6452-48b4-a224-29459ffee691,RCPT301848,Mobile App,Postpaid,C,2749.19,22.78,,206.19,1326.07,19688.41,6251,6273,22,Jun-2025,0.89,4,3.34,86.53
Elizabeth Shah,CUST501849,AEDC101849,MTR201849,31,"Maitama, Abuja, Nigeria",102624,7,39721.13,No,2.97,38.75,5,2025-05-26 08:31:21.527271,72444590-4654-43cb-bb28-5889902fded3,RCPT301849,POS,Prepaid,B,6125.97,69.78,03300428758657196910,459.45,1531.38,12807.64,1653,1722,69,Feb-2025,1.0,7,12.82,555.8
David Williams,CUST501850,AEDC101850,MTR201850,49,"Lugbe, Abuja, Nigeria",67684,3,29207.03,No,2.72,41.42,6,2026-02-01 02:53:10.007156,16555a1f-a2a6-4fea-9e96-bc0ef4eaf3d1,RCPT301850,POS,Prepaid,B,8155.21,114.44,14157464911040746980,611.64,1620.29,12657.8,5401,5515,114,Apr-2025,1.0,7,13.25,442.37
Lisa Young,CUST501851,AEDC101851,MTR201851,39,"Jabi, Abuja, Nigeria",74475,3,32415.68,No,4.45,35.02,1,2025-05-14 00:28:48.936787,c3238748-8070-4400-ab8a-eda80c0f73af,RCPT301851,Transfer,Prepaid,C,8362.83,134.19,08008850091727355011,627.21,1495.46,11634.38,1969,2103,134,May-2025,0.95,0,0.0,414.25
Marcus Reid,CUST501852,AEDC101852,MTR201852,18,"Gwagwalada, Abuja, Nigeria",34916,11,51079.85,No,4.16,25.37,2,2025-08-18 23:16:00.848210,62532489-2559-45be-a6b9-214e24306cdd,RCPT301852,Transfer,Prepaid,C,3512.63,31.06,99982256666397763758,263.45,757.14,13935.22,7728,7759,31,Apr-2025,1.0,4,3.77,340.71
Jennifer Evans,CUST501853,AEDC101853,MTR201853,53,"Dutse, Abuja, Nigeria",30000,2,3669.07,No,4.83,16.75,0,2025-07-14 07:27:02.770914,c696724d-495c-443b-b339-1f5bb71f13ca,RCPT301853,Mobile App,Postpaid,C,2051.88,20.34,,153.89,1350.13,22130.85,2678,2698,20,May-2025,0.9,0,0.0,20.0
Gloria Hill,CUST501854,AEDC101854,MTR201854,49,"Karu, Abuja, Nigeria",40147,10,53542.58,No,2.81,32.76,6,2026-03-08 15:27:16.302648,3ef307f4-8d08-49f6-bed9-474fd2a7d300,RCPT301854,Mobile App,Postpaid,C,4766.4,63.15,,357.48,1617.67,7035.73,1355,1418,63,Feb-2025,0.88,8,13.3,605.48
Douglas Cherry,CUST501855,AEDC101855,MTR201855,19,"Jabi, Abuja, Nigeria",49905,10,60112.78,No,4.53,36.23,0,2026-02-17 18:40:06.958663,0dcf019d-1258-45a3-8b90-a27807591dd5,RCPT301855,Transfer,Prepaid,C,6889.41,85.96,18327617926852628095,516.71,306.96,28554.21,1653,1738,85,Feb-2025,0.97,3,2.2,893.77
Ariel Robinson,CUST501856,AEDC101856,MTR201856,19,"Kurudu, Abuja, Nigeria",30000,7,11813.84,No,4.03,36.41,0,2026-03-27 12:53:57.004651,3b7ae3b5-a20a-4dc7-995a-747fb0ee25b9,RCPT301856,Cash,Prepaid,A,1653.97,16.55,09217949386523789651,124.05,544.29,16678.73,5129,5145,16,Feb-2025,0.96,6,12.12,50.15
Stacy Jones,CUST501857,AEDC101857,MTR201857,54,"Dutse, Abuja, Nigeria",30000,6,21934.18,Yes,3.32,53.36,4,2025-08-03 22:59:52.289946,b6438d2f-2058-42e0-b97a-8995ba227888,RCPT301857,Mobile App,Prepaid,A,3225.85,49.8,60118439807254917382,241.94,1544.93,25081.65,6779,6828,49,Apr-2025,0.91,7,6.9,350.5
Barbara Montoya,CUST501858,AEDC101858,MTR201858,39,"Karu, Abuja, Nigeria",95176,7,42983.97,No,3.29,41.28,4,2025-06-20 16:41:05.952851,565881b0-c03e-4205-a557-4671487fac42,RCPT301858,Transfer,Prepaid,B,5736.42,50.62,12121844825206184299,430.23,368.59,26147.96,4560,4610,50,Jun-2025,1.0,5,9.91,298.91
Robert Bryant,CUST501859,AEDC101859,MTR201859,18,"Kurudu, Abuja, Nigeria",199434,5,80016.83,Yes,4.19,46.47,0,2026-02-12 17:25:13.821058,327b0d6b-0796-4aec-9332-60d29dfb6ff6,RCPT301859,Cash,Prepaid,A,14666.54,214.2,17468420525852661740,1099.99,837.22,63966.79,7881,8095,214,Jun-2025,0.96,3,6.94,1079.38
Jennifer Evans,CUST501860,AEDC101860,MTR201860,28,"Karu, Abuja, Nigeria",53393,11,56233.23,No,3.3,37.73,5,2026-01-05 12:29:29.373273,2d91a5d8-190a-4a36-a146-6772c25d2036,RCPT301860,Transfer,Prepaid,C,5080.58,63.64,33956215268251245420,381.04,1512.37,3448.91,1150,1213,63,May-2025,0.94,9,6.45,733.67
Ashley Fitzpatrick,CUST501861,AEDC101861,MTR201861,40,"Wuse, Abuja, Nigeria",30000,9,22664.42,No,3.31,31.93,5,2025-11-28 23:49:16.210329,82eb5eec-11e4-443f-8cc1-ef13309fbe8d,RCPT301861,Cash,Prepaid,B,2595.95,25.92,46552606938225870858,194.7,1395.75,28517.98,3742,3767,25,Jun-2025,0.94,9,7.32,298.27
Calvin Lewis,CUST501862,AEDC101862,MTR201862,24,"Lugbe, Abuja, Nigeria",67622,9,48046.8,No,4.86,13.82,0,2026-02-09 21:31:45.177028,79be749f-4115-421e-83f0-a980a2dad0fd,RCPT301862,Cash,Postpaid,A,5441.19,93.61,,408.09,1006.75,27850.14,3271,3364,93,Jun-2025,0.92,0,0.0,948.8
Kevin Stephenson,CUST501863,AEDC101863,MTR201863,31,"Kubwa, Abuja, Nigeria",35084,6,14098.52,No,4.05,33.81,0,2025-08-30 09:34:26.253558,11cfbb6e-f84b-497a-a15a-5057084d946b,RCPT301863,Transfer,Postpaid,C,2053.93,22.63,,154.04,339.2,462.51,7729,7751,22,Apr-2025,0.94,5,12.22,190.49
Catherine Clark,CUST501864,AEDC101864,MTR201864,22,"Kubwa, Abuja, Nigeria",73221,6,63667.05,No,4.77,8.79,0,2025-07-23 02:46:23.164433,2825d52c-abeb-4c16-b2a1-1bfd96a514d5,RCPT301864,POS,Prepaid,A,8811.26,115.62,10807226264509435699,660.84,525.39,14574.66,6217,6332,115,Feb-2025,0.97,1,2.76,723.58
Sarah Pruitt DDS,CUST501865,AEDC101865,MTR201865,44,"Wuse, Abuja, Nigeria",37707,5,22523.19,Yes,3.48,38.67,1,2025-08-29 06:19:08.541612,9d4319b9-5b5c-4a81-9b60-477b9d9c8653,RCPT301865,Transfer,Prepaid,C,5211.98,51.88,74034137752985654568,390.9,1088.24,60599.87,7776,7827,51,Apr-2025,0.92,8,18.62,277.63
Jim Sloan,CUST501866,AEDC101866,MTR201866,39,"Apo, Abuja, Nigeria",42959,3,13371.15,No,3.69,41.37,4,2025-07-22 09:07:55.095403,b29ea007-1e47-47c0-b2ad-9295472066a7,RCPT301866,Mobile App,Postpaid,B,4190.81,34.32,,314.31,459.98,25845.02,5808,5842,34,Apr-2025,0.95,3,1.97,141.47
Michael Howard,CUST501867,AEDC101867,MTR201867,49,"Asokoro, Abuja, Nigeria",70719,4,23933.2,No,3.34,37.32,2,2025-06-10 13:55:33.914473,60b11393-a306-40a1-85e3-7b5dcb43de57,RCPT301867,Transfer,Postpaid,C,7171.23,59.45,,537.84,2448.65,1281.45,7920,7979,59,Jan-2025,0.88,6,17.78,278.05
David Ruiz,CUST501868,AEDC101868,MTR201868,37,"Gwarinpa, Abuja, Nigeria",30526,4,4316.54,No,3.71,34.94,3,2026-03-18 01:09:27.278131,28ff7a9e-bc7d-49aa-9420-df7625f03a46,RCPT301868,POS,Postpaid,A,1018.39,14.32,,76.38,2293.79,313.26,4700,4714,14,Feb-2025,0.9,4,6.91,129.7
Austin Wilson,CUST501869,AEDC101869,MTR201869,43,"Dutse, Abuja, Nigeria",34991,11,20614.97,No,4.01,28.29,2,2026-01-30 11:08:05.803393,1d0c41dd-fd71-4ccf-8f4e-0ee6d61f289f,RCPT301869,Mobile App,Prepaid,A,2037.66,21.34,82002286916105425996,152.82,1081.29,13986.73,5327,5348,21,Mar-2025,0.94,7,6.18,275.96
Matthew Hunt,CUST501870,AEDC101870,MTR201870,37,"Kubwa, Abuja, Nigeria",119477,6,47826.76,No,3.36,37.25,3,2026-01-05 00:35:31.714165,a100ae39-12ae-4525-824f-203114aeeb1e,RCPT301870,Cash,Postpaid,C,5993.6,85.31,,449.52,1130.61,10387.87,5324,5409,85,Jun-2025,0.85,7,13.34,589.36
Christopher Mckenzie,CUST501871,AEDC101871,MTR201871,40,"Maitama, Abuja, Nigeria",145521,10,193817.1,No,3.7,34.3,3,2026-03-08 18:00:35.785126,8654c66d-5f62-4924-b73d-8b9adadc8d01,RCPT301871,Cash,Postpaid,A,20652.11,254.31,,1548.91,2015.34,19059.36,2529,2783,254,Feb-2025,0.81,6,7.17,2569.94
Dennis Jackson,CUST501872,AEDC101872,MTR201872,36,"Kurudu, Abuja, Nigeria",75702,9,57202.71,No,4.36,30.11,1,2025-08-05 13:57:36.680822,bec1f4d6-dd9b-4eed-b971-f55bc44aa50c,RCPT301872,Cash,Prepaid,C,6187.3,85.82,99391448491188360083,464.05,1808.05,14260.71,1189,1274,85,May-2025,0.91,1,2.81,776.05
Eric Hays MD,CUST501873,AEDC101873,MTR201873,26,"Kubwa, Abuja, Nigeria",61228,11,33713.66,No,4.59,17.07,1,2025-12-08 05:48:32.287656,9b0284d9-5569-45b4-8885-ad85e6568c40,RCPT301873,Mobile App,Postpaid,C,2542.99,29.56,,190.72,949.57,11950.96,7507,7536,29,Mar-2025,0.94,1,0.79,248.91
Kelsey Montgomery,CUST501874,AEDC101874,MTR201874,40,"Karu, Abuja, Nigeria",30000,5,4594.69,No,4.74,26.29,0,2025-05-19 15:00:05.587998,ad408e19-458e-4efa-bb89-03453a064706,RCPT301874,POS,Postpaid,C,1087.22,11.73,,81.54,1285.95,24909.28,1824,1835,11,Mar-2025,0.91,0,0.0,20.0
Bryan Williams,CUST501875,AEDC101875,MTR201875,41,"Gwarinpa, Abuja, Nigeria",55697,5,35656.5,No,3.34,37.33,5,2026-03-10 20:51:45.260439,ac90cf30-24dd-416e-80ee-15e20abc739d,RCPT301875,Mobile App,Postpaid,C,5747.6,66.17,,431.07,2149.65,18752.58,5686,5752,66,Apr-2025,0.85,10,5.71,307.13
Ronald Johnston,CUST501876,AEDC101876,MTR201876,47,"Maitama, Abuja, Nigeria",77832,7,22668.87,No,4.35,23.37,1,2025-06-13 04:41:21.221750,3cd0a3b4-9959-487f-b541-9a26863a75c0,RCPT301876,Transfer,Prepaid,C,3116.31,33.21,06017608165405363675,233.72,1712.52,2009.8,5986,6019,33,Apr-2025,0.97,7,4.28,243.87
Michael Marquez Jr.,CUST501877,AEDC101877,MTR201877,42,"Lugbe, Abuja, Nigeria",68957,8,22561.25,No,2.7,32.4,7,2026-01-04 12:42:32.335003,b4390e4d-902a-4596-9dab-c712465e6858,RCPT301877,Cash,Postpaid,B,2035.34,20.25,,152.65,945.34,6098.37,5328,5348,20,Jun-2025,0.83,9,11.57,226.77
Cody White,CUST501878,AEDC101878,MTR201878,41,"Kurudu, Abuja, Nigeria",103833,12,155003.68,No,4.27,32.51,1,2025-09-30 18:58:31.669794,2d543e20-8bbd-4986-b7ab-0ea494576099,RCPT301878,Transfer,Prepaid,A,13701.29,248.97,29255179443597885416,1027.6,755.28,4620.15,3882,4130,248,Feb-2025,0.96,2,4.03,3005.03
Samuel Harris,CUST501879,AEDC101879,MTR201879,18,"Karu, Abuja, Nigeria",38813,7,25482.81,No,4.52,21.42,1,2025-07-04 00:02:55.256459,a403cd41-b829-43b0-bd06-10a7ed8efcff,RCPT301879,Cash,Postpaid,C,4235.86,61.1,,317.69,2405.95,177.01,3864,3925,61,Jan-2025,0.96,1,1.33,451.66
Joshua Taylor,CUST501880,AEDC101880,MTR201880,51,"Apo, Abuja, Nigeria",30000,10,43945.42,No,4.32,28.35,2,2025-11-22 02:29:02.789494,d43bad4a-15bf-4044-b981-f783774d3576,RCPT301880,Cash,Prepaid,A,3172.12,38.08,50534659111278999212,237.91,1158.89,11242.28,5409,5447,38,Jun-2025,0.99,0,0.0,339.93
Debbie Gordon,CUST501881,AEDC101881,MTR201881,47,"Kurudu, Abuja, Nigeria",30000,7,16077.26,No,2.89,46.75,4,2026-03-26 08:49:58.394775,0222932c-9731-4db7-916e-af53fd1e779c,RCPT301881,Transfer,Prepaid,A,1827.69,30.47,93691432807396512126,137.08,945.02,28215.49,1322,1352,30,Apr-2025,0.94,7,16.91,211.49
Christopher Jacobson,CUST501882,AEDC101882,MTR201882,46,"Gwarinpa, Abuja, Nigeria",30000,10,39670.0,No,4.36,29.24,1,2026-03-16 18:01:28.471383,3762b33a-81b0-4c56-af23-fabd0134ee4d,RCPT301882,Cash,Prepaid,B,3827.22,47.32,00815767157793730659,287.04,2418.63,29060.64,6342,6389,47,Jan-2025,0.96,4,2.9,454.18
Matthew Bowers,CUST501883,AEDC101883,MTR201883,34,"Gwarinpa, Abuja, Nigeria",68157,14,130066.97,No,3.89,29.79,1,2025-09-18 01:13:01.774136,414bdce5-012b-42a5-9427-67b9acefba7f,RCPT301883,Cash,Postpaid,C,9003.51,98.89,,675.26,913.17,21966.22,5445,5543,98,Feb-2025,0.89,7,12.16,1404.58
Travis Anderson,CUST501884,AEDC101884,MTR201884,36,"Gwagwalada, Abuja, Nigeria",69899,12,77170.55,No,2.77,33.88,3,2026-03-30 16:02:05.268286,d30935f5-d566-46f5-a5e7-68f4d60f9ece,RCPT301884,POS,Prepaid,A,4616.62,35.99,63689183459867113839,346.25,1472.19,22689.53,7357,7392,35,Apr-2025,0.89,9,25.88,481.13
Daniel Farrell,CUST501885,AEDC101885,MTR201885,48,"Dutse, Abuja, Nigeria",43702,11,33783.44,No,3.79,28.52,1,2025-09-17 06:29:49.999915,7473b6a7-b366-482a-a943-919e9dfc783a,RCPT301885,Cash,Postpaid,B,3519.78,40.51,,263.98,834.19,20505.42,7375,7415,40,Feb-2025,0.98,6,14.42,406.55
Christopher Johnson,CUST501886,AEDC101886,MTR201886,39,"Gwagwalada, Abuja, Nigeria",53489,11,23137.42,No,2.17,34.02,7,2025-12-18 03:02:03.014415,157a52aa-0020-4a21-9d0c-e9d8b78c0635,RCPT301886,Cash,Prepaid,C,2214.53,18.36,22361837356916832907,166.09,815.63,5117.17,3491,3509,18,Apr-2025,0.99,8,21.82,318.15
Garrett Terry,CUST501887,AEDC101887,MTR201887,22,"Apo, Abuja, Nigeria",41469,4,10557.75,No,3.09,38.9,6,2025-10-30 01:57:15.174067,b6818986-f478-493c-aef7-7f43153fd778,RCPT301887,Transfer,Postpaid,A,1866.14,16.95,,139.96,1932.99,6594.44,7155,7171,16,Feb-2025,0.97,8,6.42,113.18
Daniel Maynard,CUST501888,AEDC101888,MTR201888,32,"Asokoro, Abuja, Nigeria",30000,8,10671.14,No,2.03,31.83,7,2025-09-25 12:46:14.840248,b69f286d-96cc-4763-8911-7594f1295e18,RCPT301888,POS,Postpaid,A,1225.41,12.82,,91.91,2051.5,21970.0,4956,4968,12,Jan-2025,0.93,9,25.02,28.11
Derrick Pineda,CUST501889,AEDC101889,MTR201889,49,"Apo, Abuja, Nigeria",37056,9,10591.22,Yes,3.93,29.84,3,2025-07-02 07:22:22.789059,cca9683d-138d-4b03-b3c1-732544d82457,RCPT301889,Cash,Prepaid,A,1126.12,11.66,07644748433488971540,84.46,1221.22,31652.77,4935,4946,11,May-2025,0.95,5,3.44,199.64
Wanda Howard,CUST501890,AEDC101890,MTR201890,40,"Lugbe, Abuja, Nigeria",30000,5,15674.56,No,4.63,32.82,0,2025-06-16 16:32:09.334825,e4e87b45-2434-4328-8ab9-117c4b3c0539,RCPT301890,Transfer,Prepaid,A,2582.28,21.21,58989604776731072555,193.67,827.32,13693.2,5303,5324,21,Jan-2025,0.95,1,0.91,194.09
Xavier Hill,CUST501891,AEDC101891,MTR201891,27,"Kurudu, Abuja, Nigeria",38223,5,14783.95,Yes,4.37,37.39,1,2026-03-15 02:17:26.392763,450ce980-7209-4b47-950e-e61b5145d344,RCPT301891,Mobile App,Postpaid,B,2441.31,30.8,,183.1,424.68,42946.9,6316,6346,30,Apr-2025,0.85,2,1.2,103.5
Sara Mills,CUST501892,AEDC101892,MTR201892,21,"Kurudu, Abuja, Nigeria",51557,9,66626.45,No,4.07,28.66,2,2025-09-01 16:25:05.601502,7f0e33b1-3400-4f09-9da2-c7c7c4b1c27b,RCPT301892,POS,Prepaid,C,7148.05,88.35,05550225531447535860,536.1,2373.59,16323.31,4629,4717,88,Apr-2025,0.95,9,4.79,722.59
Stephen Cunningham,CUST501893,AEDC101893,MTR201893,30,"Kurudu, Abuja, Nigeria",37324,14,17985.09,No,4.58,31.7,0,2026-01-28 10:46:50.130930,8bb37438-2ec8-4756-aa77-a3d247025117,RCPT301893,Mobile App,Postpaid,A,1511.77,12.9,,113.38,515.59,7067.5,7513,7525,12,Apr-2025,0.86,1,2.01,223.96
Jenny Castillo,CUST501894,AEDC101894,MTR201894,39,"Dutse, Abuja, Nigeria",30000,7,22136.59,No,2.81,33.56,5,2025-07-31 18:30:36.134993,d4259fbd-9d5d-4f3e-b617-8d61c8a511b6,RCPT301894,Mobile App,Postpaid,C,3185.21,57.81,,238.89,1299.36,5247.11,3441,3498,57,Feb-2025,0.91,6,17.16,432.68
Jessica Pearson,CUST501895,AEDC101895,MTR201895,30,"Kurudu, Abuja, Nigeria",30000,3,11815.85,No,4.27,16.25,1,2025-06-28 09:20:54.209987,ecb25bab-d0fa-4aa8-9efc-553d30aca789,RCPT301895,POS,Prepaid,B,4608.05,49.13,03719207697642334860,345.6,2088.6,22279.63,3683,3732,49,Jun-2025,1.0,6,7.32,171.64
Marie Tran,CUST501896,AEDC101896,MTR201896,22,"Asokoro, Abuja, Nigeria",52296,10,44598.82,No,4.62,24.42,0,2025-06-13 02:57:55.459498,605e8d59-0a0d-45f7-b999-09ffe5a61d54,RCPT301896,Mobile App,Postpaid,C,4530.06,40.01,,339.75,1902.28,29769.67,7418,7458,40,Apr-2025,0.8,1,2.79,392.75
